CONCEPT	accordion	airplane	alligator	ambulance	anchor	ant	apartment	apple	apron	armour	ashtray	asparagus	avocado	axe	bag	bagpipe	ball	balloon	banana	banjo	banner	barn	barrel	basement	basket	bat_(animal)	bat_(baseball)	bathtub	baton	bayonet	bazooka	beans	bear	beaver	bed	bedroom	beehive	beetle	beets	belt	bench	bike	bin_(waste)	birch	biscuit	bison	blackbird	blender	blouse	blueberry	bluejay	board_(black)	board_(wood)	boat	bolts	bomb	book	bookcase	boots	bottle	bouquet	bow_(ribbon)	bow_(weapon)	bowl	box	bra	bracelet	bread	brick	bridge	broccoli	broom	brush	bucket	buckle	budgie	buffalo	buggy	building	bull	bullet	bungalow	bureau	bus	butterfly	buzzard	cabbage	cabin	cabinet	cage	cake	calf	camel	camisole	canary	candle	cannon	canoe	cantaloupe	cap_(bottle)	cap_(hat)	cape	car	card_(greeting)	caribou	carpet	carrot	cart	cat	catapult	caterpillar	catfish	cathedral	cauliflower	cedar	celery	cellar	cello	certificate	chain	chair	chandelier	chapel	cheese	cheetah	cherry	chickadee	chicken	chimp	chipmunk	chisel	church	cigar	cigarette	clam	clamp	clarinet	cloak	clock	closet	coat	cockroach	coconut	cod	coin	colander	comb	cork	corkscrew	corn	cottage	couch	cougar	cow	coyote	crab	cranberry	crane_(machine)	crayon	crocodile	crossbow	crow	crowbar	crown	cucumber	cup	cupboard	curtains	cushion	dagger	dandelion	deer	desk	dish	dishwasher	dog	doll	dolphin	donkey	door	doorknob	dove	drain	drapes	dress	dresser	drill	drum	duck	dunebuggy	eagle	earmuffs	eel	eggplant	elephant	elevator	elk	emerald	emu	envelope
ashtray	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	1.000	0.000	0.000	0.000	0.103	0.000	0.120	0.089	0.023	0.041	0.031	0.064	0.107	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.063	0.000	0.000	0.000	0.204	0.000	0.066	0.000	0.000	0.076	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.223	0.000	0.000	0.021	0.161	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.018	0.049	0.131	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.169	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.038	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.112	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.096	0.021	0.000	0.123	0.077	0.078	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.110	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.028	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
asparagus	0.000	0.000	0.331	0.000	0.000	0.000	0.000	0.182	0.044	0.000	0.000	1.000	0.575	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.124	0.000	0.157	0.102	0.000	0.737	0.000	0.000	0.000	0.000	0.000	0.000	0.459	0.055	0.075	0.000	0.000	0.000	0.149	0.000	0.000	0.000	0.000	0.080	0.000	0.297	0.111	0.000	0.000	0.000	0.000	0.000	0.044	0.070	0.000	0.059	0.046	0.000	0.000	0.000	0.000	0.099	0.000	0.043	0.727	0.106	0.000	0.000	0.000	0.056	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.681	0.000	0.000	0.000	0.068	0.039	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.150	0.000	0.000	0.000	0.000	0.382	0.000	0.000	0.000	0.111	0.074	0.000	0.443	0.090	0.707	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.115	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.038	0.000	0.145	0.000	0.062	0.167	0.000	0.000	0.067	0.000	0.035	0.122	0.000	0.000	0.000	0.000	0.000	0.260	0.000	0.000	0.000	0.000	0.000	0.115	0.000	0.000	0.000	0.182	0.000	0.000	0.076	0.000	0.644	0.000	0.000	0.035	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.086	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.197	0.521	0.000	0.000	0.038	0.321	0.000	0.000
avocado	0.000	0.000	0.237	0.000	0.000	0.000	0.000	0.457	0.000	0.000	0.000	0.575	1.000	0.000	0.000	0.000	0.000	0.000	0.502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.518	0.000	0.000	0.043	0.000	0.000	0.000	0.204	0.000	0.000	0.000	0.000	0.000	0.255	0.000	0.000	0.000	0.017	0.326	0.000	0.300	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.000	0.542	0.000	0.000	0.000	0.000	0.057	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.430	0.000	0.000	0.000	0.138	0.047	0.000	0.030	0.000	0.000	0.000	0.000	0.358	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.113	0.000	0.000	0.000	0.063	0.090	0.000	0.223	0.091	0.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.205	0.000	0.223	0.000	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.177	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.177	0.149	0.000	0.000	0.000	0.000	0.000	0.155	0.000	0.033	0.000	0.000	0.000	0.175	0.220	0.000	0.000	0.138	0.000	0.000	0.000	0.000	0.476	0.000	0.000	0.000	0.083	0.000	0.030	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.075	0.000	0.000	0.020	0.080	0.330	0.000	0.000	0.047	0.325	0.000	0.000
axe	0.000	0.000	0.019	0.000	0.102	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.181	0.000	0.025	0.000	0.000	0.221	0.105	0.000	0.018	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.102	0.000	0.000	0.172	0.168	0.228	0.000	0.000	0.000	0.072	0.000	0.029	0.076	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.294	0.000	0.000	0.000	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.019	0.029	0.000	0.000	0.000	0.000	0.041	0.000	0.039	0.112	0.000	0.151	0.028	0.000	0.142	0.000	0.000	0.000	0.419	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.026	0.000	0.017	0.076	0.000	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000
bag	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	1.000	0.000	0.035	0.130	0.000	0.000	0.297	0.000	0.000	0.000	0.082	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.018	0.024	0.000	0.196	0.000	0.000	0.000	0.000	0.083	0.062	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.081	0.000	0.000	0.295	0.000	0.110	0.071	0.192	0.000	0.113	0.000	0.000	0.029	0.000	0.000	0.061	0.169	0.395	0.092	0.018	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.053	0.028	0.000	0.000	0.000	0.019	0.000	0.088	0.000	0.000	0.000	0.226	0.035	0.000	0.024	0.235	0.000	0.056	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.044	0.266	0.305	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.000	0.000	0.000	0.000	0.167	0.030	0.081	0.021	0.000	0.000	0.000	0.000	0.216	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.058	0.028	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.218
bagpipe	0.561	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.096	0.000	0.403	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.377	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ball	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.120	0.000	0.000	0.000	0.035	0.000	1.000	0.217	0.052	0.092	0.000	0.000	0.242	0.000	0.000	0.000	0.071	0.024	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.035	0.143	0.000	0.046	0.000	0.171	0.000	0.150	0.000	0.000	0.000	0.028	0.181	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.047	0.303	0.000	0.029	0.091	0.000	0.083	0.000	0.000	0.000	0.000	0.157	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.175	0.233	0.034	0.000	0.023	0.000	0.000	0.055	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.042	0.000	0.000	0.000	0.105	0.000	0.033	0.028	0.078	0.000	0.279	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.032	0.107	0.000	0.019	0.000	0.028	0.076	0.000	0.000	0.000	0.000	0.209	0.000	0.000	0.096	0.000	0.000	0.000	0.161	0.000	0.063	0.018	0.025	0.000	0.000	0.125	0.000	0.037	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026
balloon	0.099	0.025	0.000	0.017	0.020	0.000	0.000	0.045	0.000	0.000	0.089	0.000	0.000	0.000	0.130	0.096	0.217	1.000	0.030	0.053	0.072	0.030	0.165	0.000	0.000	0.000	0.000	0.022	0.128	0.000	0.028	0.000	0.064	0.000	0.000	0.000	0.000	0.020	0.083	0.000	0.041	0.000	0.157	0.000	0.087	0.068	0.000	0.016	0.050	0.105	0.000	0.016	0.000	0.115	0.000	0.000	0.000	0.015	0.042	0.036	0.047	0.119	0.014	0.233	0.022	0.051	0.053	0.000	0.050	0.025	0.000	0.012	0.033	0.132	0.018	0.057	0.061	0.000	0.034	0.057	0.000	0.000	0.014	0.023	0.119	0.026	0.062	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.066	0.025	0.073	0.102	0.179	0.060	0.000	0.041	0.023	0.040	0.122	0.000	0.015	0.000	0.025	0.055	0.000	0.064	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.000	0.000	0.000	0.019	0.016	0.045	0.000	0.000	0.000	0.000	0.061	0.000	0.058	0.026	0.028	0.000	0.162	0.052	0.114	0.000	0.000	0.000	0.000	0.014	0.016	0.041	0.000	0.000	0.000	0.065	0.174	0.033	0.000	0.023	0.000	0.062	0.000	0.056	0.000	0.049	0.068	0.000	0.000	0.000	0.000	0.181	0.000	0.000	0.027	0.000	0.000	0.000	0.094	0.000	0.037	0.031	0.044	0.018	0.000	0.073	0.000	0.000	0.026	0.104	0.000	0.000	0.067	0.000	0.023	0.000	0.026	0.047
banana	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.442	0.025	0.000	0.023	0.231	0.502	0.000	0.000	0.000	0.052	0.030	1.000	0.018	0.052	0.000	0.047	0.000	0.000	0.000	0.070	0.000	0.131	0.057	0.000	0.276	0.000	0.000	0.067	0.000	0.103	0.000	0.064	0.031	0.042	0.000	0.033	0.000	0.242	0.000	0.000	0.000	0.027	0.332	0.000	0.072	0.062	0.000	0.000	0.000	0.000	0.000	0.025	0.017	0.000	0.033	0.026	0.054	0.000	0.000	0.018	0.120	0.000	0.024	0.147	0.060	0.000	0.030	0.000	0.014	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.111	0.000	0.000	0.000	0.118	0.037	0.000	0.047	0.262	0.000	0.000	0.024	0.336	0.045	0.000	0.084	0.000	0.000	0.000	0.085	0.027	0.000	0.000	0.000	0.042	0.070	0.000	0.070	0.022	0.155	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.347	0.087	0.302	0.141	0.067	0.000	0.000	0.000	0.000	0.021	0.015	0.137	0.000	0.035	0.094	0.020	0.000	0.037	0.000	0.269	0.115	0.054	0.000	0.000	0.000	0.000	0.378	0.000	0.052	0.000	0.000	0.000	0.143	0.212	0.091	0.000	0.059	0.000	0.000	0.043	0.021	0.129	0.000	0.000	0.019	0.142	0.000	0.343	0.028	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.031	0.000	0.012	0.028	0.048	0.000	0.000	0.040	0.058	0.000	0.000	0.049	0.136	0.131	0.000	0.000	0.036	0.079	0.000	0.000
banjo	0.403	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.145	0.000	0.041	0.000	0.000	0.000	0.000	0.403	0.092	0.053	0.018	1.000	0.000	0.144	0.359	0.000	0.101	0.000	0.224	0.000	0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.201	0.000	0.058	0.000	0.051	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.248	0.133	0.000	0.000	0.000	0.207	0.000	0.017	0.000	0.000	0.132	0.094	0.062	0.000	0.031	0.000	0.000	0.062	0.000	0.123	0.000	0.053	0.000	0.000	0.000	0.000	0.085	0.000	0.000	0.000	0.157	0.000	0.000	0.013	0.036	0.232	0.252	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.059	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.145	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.722	0.000	0.000	0.137	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.497	0.000	0.036	0.000	0.000	0.000	0.016	0.000	0.095	0.000	0.000	0.148	0.000	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.131	0.000	0.000	0.036	0.000	0.000	0.127	0.000	0.019	0.000	0.000	0.000	0.175	0.061	0.000	0.000	0.000	0.000	0.000	0.196	0.055	0.000	0.021	0.000	0.000	0.159	0.000	0.445	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000
banner	0.000	0.039	0.086	0.026	0.030	0.000	0.000	0.000	0.039	0.000	0.031	0.093	0.000	0.000	0.297	0.000	0.000	0.072	0.052	0.000	1.000	0.046	0.039	0.000	0.000	0.000	0.111	0.033	0.140	0.091	0.044	0.000	0.098	0.000	0.000	0.000	0.000	0.031	0.000	0.049	0.067	0.000	0.089	0.000	0.000	0.105	0.000	0.025	0.000	0.000	0.000	0.024	0.099	0.000	0.000	0.000	0.107	0.022	0.040	0.056	0.072	0.052	0.062	0.040	0.061	0.000	0.000	0.000	0.042	0.077	0.000	0.113	0.051	0.064	0.028	0.039	0.095	0.000	0.053	0.089	0.000	0.000	0.022	0.036	0.037	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.039	0.038	0.000	0.068	0.000	0.133	0.000	0.433	0.062	0.039	0.043	0.023	0.000	0.039	0.063	0.000	0.100	0.000	0.000	0.039	0.000	0.067	0.023	0.063	0.000	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.060	0.000	0.000	0.000	0.055	0.149	0.000	0.000	0.059	0.040	0.000	0.000	0.000	0.080	0.081	0.000	0.000	0.000	0.000	0.021	0.024	0.064	0.000	0.000	0.000	0.101	0.023	0.092	0.000	0.035	0.068	0.000	0.077	0.034	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.078	0.077	0.043	0.000	0.000	0.000	0.000	0.041	0.000	0.117	0.000	0.104	0.000	0.036	0.000	0.040	0.203
barn	0.000	0.039	0.000	0.058	0.030	0.046	0.000	0.095	0.000	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.144	0.046	1.000	0.398	0.220	0.092	0.000	0.204	0.033	0.082	0.000	0.043	0.000	0.097	0.000	0.000	0.000	0.000	0.030	0.086	0.000	0.183	0.000	0.065	0.000	0.000	0.104	0.000	0.000	0.000	0.000	0.000	0.024	0.225	0.121	0.000	0.000	0.000	0.259	0.000	0.000	0.000	0.054	0.120	0.000	0.355	0.000	0.000	0.000	0.071	0.094	0.000	0.112	0.000	0.000	0.000	0.000	0.094	0.000	0.156	0.088	0.000	0.000	0.366	0.046	0.000	0.040	0.030	0.211	0.500	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.039	0.110	0.000	0.000	0.000	0.000	0.027	0.000	0.062	0.016	0.000	0.154	0.000	0.160	0.000	0.000	0.121	0.000	0.029	0.000	0.113	0.205	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.091	0.087	0.040	0.000	0.000	0.043	0.000	0.000	0.298	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.134	0.000	0.000	0.183	0.021	0.024	0.075	0.000	0.078	0.100	0.100	0.000	0.051	0.119	0.035	0.000	0.000	0.000	0.000	0.396	0.000	0.000	0.000	0.000	0.000	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.179	0.000	0.000	0.000	0.000	0.000	0.369	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.103	0.029	0.036	0.000	0.040	0.000
barrel	0.000	0.033	0.000	0.022	0.025	0.000	0.000	0.069	0.000	0.000	0.107	0.000	0.000	0.000	0.000	0.000	0.242	0.165	0.047	0.359	0.039	0.398	1.000	0.111	0.177	0.000	0.394	0.028	0.355	0.000	0.037	0.050	0.136	0.068	0.000	0.000	0.000	0.026	0.128	0.000	0.353	0.000	0.178	0.000	0.134	0.147	0.000	0.000	0.000	0.162	0.000	0.020	0.473	0.234	0.000	0.000	0.000	0.406	0.024	0.061	0.000	0.000	0.232	0.248	0.350	0.000	0.081	0.055	0.000	0.140	0.000	0.215	0.000	0.140	0.000	0.000	0.125	0.000	0.193	0.074	0.000	0.000	0.396	0.030	0.000	0.034	0.096	0.407	0.562	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.033	0.212	0.156	0.208	0.000	0.000	0.000	0.000	0.073	0.000	0.000	0.273	0.000	0.266	0.000	0.000	0.083	0.000	0.000	0.000	0.097	0.324	0.000	0.000	0.241	0.000	0.000	0.000	0.000	0.120	0.023	0.000	0.029	0.040	0.000	0.024	0.100	0.070	0.000	0.000	0.083	0.000	0.094	0.136	0.000	0.079	0.088	0.000	0.249	0.000	0.000	0.310	0.000	0.000	0.256	0.018	0.048	0.084	0.000	0.000	0.000	0.085	0.000	0.043	0.230	0.029	0.000	0.095	0.000	0.000	0.349	0.000	0.051	0.000	0.000	0.031	0.307	0.161	0.000	0.000	0.000	0.000	0.027	0.344	0.144	0.000	0.056	0.000	0.000	0.401	0.000	0.112	0.000	0.000	0.034	0.083	0.000	0.000	0.087	0.000	0.070	0.000	0.034	0.000
basement	0.000	0.000	0.020	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.220	0.111	1.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.276	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.000	0.000	0.209	0.026	0.000	0.000	0.000	0.000	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.515	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.205	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
basket	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.181	0.082	0.000	0.000	0.000	0.000	0.101	0.000	0.092	0.177	0.000	1.000	0.000	0.143	0.000	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.085	0.000	0.000	0.000	0.132	0.000	0.256	0.000	0.000	0.084	0.099	0.039	0.000	0.000	0.000	0.000	0.039	0.000	0.295	0.212	0.441	0.000	0.000	0.000	0.090	0.054	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.148	0.161	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.000	0.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.087	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.179	0.081	0.000	0.000	0.130	0.000	0.000	0.111	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
bat_(animal)	0.000	0.443	0.087	0.000	0.000	0.177	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.019	0.268	0.075	0.000	0.013	0.000	0.351	0.000	0.000	0.000	0.000	0.016	0.000	0.030	0.124	0.440	0.000	0.000	0.036	0.313	0.168	0.000	0.018	0.024	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.018	0.031	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.022	0.093	0.119	0.000	0.000	0.077	0.028	0.048	0.000	0.000	0.396	0.233	0.000	0.028	0.000	0.018	0.000	0.103	0.080	0.000	0.192	0.000	0.082	0.000	0.000	0.045	0.000	0.083	0.000	0.000	0.147	0.000	0.000	0.000	0.198	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.028	0.367	0.183	0.178	0.140	0.000	0.000	0.000	0.000	0.029	0.000	0.090	0.122	0.000	0.023	0.000	0.148	0.000	0.000	0.022	0.000	0.017	0.000	0.000	0.000	0.068	0.000	0.147	0.151	0.104	0.044	0.020	0.000	0.000	0.028	0.000	0.317	0.049	0.000	0.000	0.000	0.000	0.000	0.015	0.024	0.000	0.131	0.000	0.000	0.000	0.148	0.000	0.096	0.123	0.000	0.000	0.284	0.000	0.000	0.000	0.000	0.000	0.000	0.143	0.000	0.248	0.000	0.000	0.000	0.075	0.000	0.142	0.000	0.061	0.000
